Height,Weight,HandSize,ArmLength,FortyTime,TwentyTime,TenTime,Bench,Vertical,BroadJump,Shuttle,ThreeCone,SixtyShuttle,LastYearRecAvg,CareerRecAvg,LastYearReturnAvg,CareerReturnAvg,DraftRound,College,DraftYear,CareerRec,LastYearRec
74.88,210.0,9.5,33.5,4.7,2.7,1.62,,34.5,,,,,13.4,14.4,0,0,0,Texas Tech,2007,2859,334
71.38,186.0,9.38,32.5,4.49,2.59,1.55,,36.5,,4.32,6.62,11.4,0,0,0,0,0,Texas-El Paso,2007,0,0
72.5,204.0,9.63,32.75,4.35,2.52,1.52,,37.0,,4.22,7.02,,14.6,18.3,0,0,3,Washington State,2007,2704,600
71.75,191.0,9.25,35.0,4.48,2.58,1.57,15.0,35.5,120.0,4.4,7.12,11.32,0,0,0,0,0,Louisiana Tech,2007,0,0
72.0,193.0,9.75,32.25,4.58,2.65,1.61,14.0,39.0,129.0,4.39,7.09,11.83,18.1,15.7,0,0,0,Boise State,2007,1810,650
76.0,219.0,,,,,,,,,,,,14.5,14.5,0,0,2,Southern California,2007,3138,1015
77.0,239.0,9.75,36.0,4.38,2.56,1.54,,,,,,,15.8,16.4,0,0,1,Georgia Tech,2007,2927,1202
74.63,210.0,8.13,34.25,4.55,2.62,1.6,,34.0,,4.31,7.03,,0,0,0,0,0,Lane College (TN),2007,0,0
72.75,207.0,10.0,33.0,4.58,2.66,1.56,22.0,34.0,119.0,4.2,7.06,11.58,12.8,11.9,0,0,3,San Jose State,2007,1496,893
71.13,202.0,,,4.6,2.71,1.66,,39.0,,4.28,7.05,,0,0,0,0,0,Hampton (VA),2007,0,0
76.13,217.0,,,,,,,,,,,,11.2,12.9,0,0,6,Oregon,2007,605,491
71.63,190.0,,,4.45,2.6,1.59,,39.5,,4.08,6.94,,0,0,0,0,0,Tennessee State,2007,0,0
70.5,205.0,9.0,31.75,4.58,2.61,1.58,19.0,33.5,114.0,4.35,7.13,11.47,0,0,0,0,0,Hampton (VA),2007,0,0
73.25,211.0,,,,,,,34.0,,4.16,6.84,,13.5,13.4,0,0,0,Notre Dame,2007,2277,907
74.0,214.0,9.38,32.25,4.4,2.52,1.52,,37.5,,4.31,6.97,11.3,18.3,17.1,16.0,19.0,1,Tennessee,2007,2140,1298
74.25,217.0,9.0,32.88,4.56,2.64,1.6,,32.0,,4.35,6.87,,20.9,15.6,0,0,0,Miami (FL),2007,1466,251
74.25,225.0,9.5,33.0,4.44,2.56,1.54,19.0,40.0,119.0,,,,15.5,14.5,0,0,5,Boise State,2007,1073,541
72.75,218.0,10.0,32.25,4.67,2.72,1.63,20.0,,,,,,0,0,,19.2,0,South Carolina,2007,0,0
74.38,201.0,10.38,34.13,4.6,2.66,1.56,,36.5,,4.19,6.99,11.56,15.8,15.4,0,0,0,Boise State,2007,1158,586
75.5,200.0,9.75,33.5,4.53,2.6,1.51,,39.5,,4.34,7.09,,15.1,15.7,0,0,2,South Carolina,2007,2233,1090
74.0,199.0,9.0,33.75,4.44,2.56,1.51,19.0,39.0,127.0,4.28,6.83,11.45,0,0,0,0,0,Illinois State,2007,0,0
69.13,179.0,9.38,30.5,4.5,2.6,1.52,,35.0,,4.21,6.71,11.43,12.9,14.3,0,0,4,Miami (OH),2007,3697,1178
74.13,173.0,,,,,,,,,,,,11.6,13.3,5.0,24.5,0,Tennessee,2007,1100,453
71.75,197.0,9.38,32.25,4.45,2.56,1.51,,38.0,,4.19,6.68,,15.3,15.9,0,0,2,Southern California,2007,3019,1083
69.75,175.0,,,,,,,,,,,,0,0,0,0,0,Wisconsin-Whitewater,2007,0,0
68.63,194.0,10.0,31.38,4.61,2.64,1.58,17.0,33.0,,,,,10.3,12.1,25.6,22.0,7,Arizona,2007,1584,568
70.63,197.0,10.0,31.5,4.58,2.71,1.6,,35.0,,4.14,6.91,11.86,14.0,12.5,0,0,7,Clemson,2007,1760,700
72.38,212.0,8.88,32.63,4.64,2.74,1.63,,33.0,,,,,14.0,13.7,0,0,0,Tennessee,2007,1721,688
73.75,204.0,9.5,32.25,4.52,2.6,1.57,,36.0,,4.28,7.22,,13.0,13.7,0,0,6,Auburn,2007,2098,704
78.0,216.0,9.0,34.75,4.59,2.64,1.56,13.0,36.5,118.0,4.34,7.09,11.78,11.8,11.9,0,0,0,Michigan State,2007,1755,518
73.8,209.0,9.25,32.5,4.4,2.57,1.56,18.0,36.5,121.0,4.39,6.92,,13.1,13.9,0,0,3,Central Florida,2007,2561,1178
70.75,184.0,8.0,31.25,4.46,2.6,1.59,,32.5,,4.29,6.99,11.34,9.9,12.0,18.6,18.6,0,Florida International,2007,1534,664
73.25,205.0,10.25,36.0,4.49,2.66,1.6,,38.5,,4.24,7.03,11.56,10.9,14.6,0,0,3,Frenso State (CA),2007,1048,229
72.5,208.0,10.5,33.0,4.62,2.69,1.61,,36.5,,4.34,6.89,11.86,0,0,0,0,0,Oklahoma State,2007,0,0
70.5,192.0,9.5,29.88,4.6,2.67,1.61,,34.0,,4.2,6.88,11.67,14.2,16.3,0,0,7,Colorado State,2006,3634,1221
74.5,201.0,9.13,32.75,4.4,2.57,1.56,,39.0,,4.16,7.04,11.38,19.0,18.8,24.3,22.6,7,Auburn,2006,1333,494
74.13,215.0,10.0,31.0,4.5,2.63,1.58,21.0,40.5,123.0,4.14,7.09,11.3,0,0,0,0,0,Monmouth (NJ),2006,0,0
74.88,224.0,9.13,32.75,4.52,2.66,1.59,,35.0,,4.17,6.79,11.58,16.0,16.3,0,0,0,New Mexico,2006,2288,1071
73.88,214.0,9.38,31.63,4.73,2.77,1.68,19.0,36.5,115.0,4.18,6.9,12.1,0,0,,20.0,0,Georgia Tech,2006,0,0
69.0,173.0,9.0,28.5,4.52,2.62,1.59,,,,,,,0,0,0,0,0,Colorado,2006,0,0
73.38,195.0,8.88,30.63,4.73,2.76,1.66,,34.0,,4.03,6.93,11.46,14.5,14.5,27.8,23.2,0,Wyoming,2006,3626,1116
71.63,211.0,9.75,31.25,4.62,2.67,1.63,,33.0,,4.21,6.89,11.69,15.3,14.3,19.1,20.4,0,Texas A&M,2006,1457,827
76.63,224.0,9.5,33.38,4.54,2.64,1.59,16.0,37.0,123.0,4.43,6.94,11.27,0,0,0,0,0,Hofstra (NY),2006,0,0
75.0,224.0,10.0,30.25,4.66,2.74,1.68,13.0,33.0,110.0,4.33,7.02,12.21,0,0,0,0,0,Nebraska-Omaha,2006,0,0
69.13,192.0,8.38,29.5,4.52,2.65,1.59,,34.0,,,,,8.4,10.2,0,0,4,Louisiana State,2006,1129,268
73.75,208.0,8.88,31.5,4.45,2.56,1.54,,36.0,,4.07,,11.33,15.7,15.3,0,0,3,Arizona State,2006,3939,1210
75.25,205.0,9.75,34.25,4.5,2.58,1.56,,34.5,,,,,11.2,12.3,14.0,14.0,0,Tennessee,2006,850,268
72.63,208.0,9.5,30.63,4.64,2.66,1.6,,32.0,,4.14,6.97,11.55,17.0,17.8,0,0,6,Oregon State,2006,3924,1532
70.63,190.0,9.0,31.13,4.46,2.56,1.57,16.0,38.0,124.0,,,,0,0,0,0,2,Miami (FL),2006,0,0
72.25,190.0,7.88,30.0,4.55,2.63,1.58,,34.0,,4.1,6.97,11.1,13.0,11.8,0,0,0,Iowa,2006,1588,518
74.13,192.0,,,,,,,,,,,,16.1,14.8,0,0,4,Akron,2006,2092,1210
70.63,188.0,,,,,,,,,,,,18.4,16.4,0,0,1,Ohio State,2006,2295,977
72.88,213.0,9.25,32.75,4.35,2.54,1.56,,38.5,,3.97,6.73,11.19,10.2,13.2,6.0,18.8,2,Florida,2006,1586,900
69.13,181.0,8.63,28.38,4.46,2.57,1.55,,37.5,,4.12,6.88,11.37,0,0,0,0,6,Frenso State (CA),2006,0,0
71.13,197.0,9.13,31.0,4.47,2.62,1.58,,36.5,,4.16,6.68,11.15,12.8,14.9,0,0,2,Western Michigan,2006,3539,1259
73.63,201.0,8.5,31.75,4.6,2.69,1.61,,35.5,,4.09,6.8,,19.6,19.4,0,0,0,Pittsburgh,2006,2470,962
76.5,229.0,8.88,32.63,4.54,2.66,1.64,28.0,37.0,120.0,4.09,7.05,11.87,16.1,14.9,0,0,4,Central Florida,2006,1674,1195
76.25,235.0,9.63,32.88,4.5,2.67,1.64,,31.5,,,,,12.5,13.3,0,0,0,Auburn,2006,1010,288
69.13,192.0,,,,,,,,,,,,16.8,13.1,0,0,0,Rutgers,2006,2522,758
68.0,185.0,9.0,29.13,4.4,2.54,1.54,,,,,,,16.6,16.3,17.6,18.7,2,Miami (FL),2006,1106,614
76.25,213.0,10.38,33.13,4.58,2.66,1.64,,33.5,,4.08,6.91,,13.7,15.1,0,0,0,Miami (OH),2006,3131,1107
73.0,205.0,,,4.45,2.7,1.64,,38.0,,4.21,7.18,,10.8,13.5,0,0,7,Auburn,2006,1313,357
74.13,198.0,9.63,34.0,4.47,2.6,1.59,,35.5,,4.16,7.31,,17.2,17.0,0,0,0,Wisconsin,2006,1824,688
70.5,188.0,9.25,30.63,4.41,2.55,1.55,,37.5,,4.26,7.06,,12.7,11.5,0,0,3,Florida State,2006,1046,634
71.88,188.0,9.0,31.88,4.66,2.68,1.64,,33.5,,4.19,7.37,,13.2,14.1,30.3,24.6,0,Texas Christian,2006,2111,685
75.88,209.0,9.5,30.63,4.64,2.68,1.68,,37.0,,4.29,6.95,11.72,0,0,0,0,0,Nebraska-Kearney,2006,0,0
74.13,213.0,10.0,33.5,4.51,2.63,1.61,,39.5,,4.33,7.0,,0,0,0,0,4,Missouri,2006,0,0
74.75,214.0,9.75,33.63,4.6,2.68,1.68,,33.0,,4.46,7.17,11.82,17.4,15.8,0,0,0,Iowa,2006,1864,800
76.38,217.0,9.63,33.75,4.59,2.68,1.63,,35.0,,4.14,6.81,,16.7,16.9,,14.5,3,Notre Dame,2006,2195,1149
73.25,240.0,9.75,32.0,4.55,2.67,1.63,,36.5,,,,,0,0,0,0,0,Central Missouri,2006,0,0
74.38,202.0,9.25,31.25,4.43,2.56,1.55,15.0,36.0,118.0,4.24,7.13,,13.8,17.0,0,0,7,Brigham Young,2006,1720,678
74.13,211.0,9.38,32.25,4.43,2.58,1.57,,37.0,,4.08,6.81,,12.1,12.4,,17.0,6,San Diego State,2006,2890,1109
69.38,179.0,8.38,29.38,4.5,2.57,1.57,38.0,34.5,115.0,4.07,6.87,,18.6,14.5,28.0,22.2,3,Wisconsin,2006,2924,1095
73.75,197.0,,,,,,,38.0,,4.08,6.84,,17.9,16.4,0,0,4,Oregon,2006,2660,1059
74.0,214.0,9.5,31.38,4.53,2.67,1.59,,36.5,,3.99,6.7,,12.4,12.5,18.7,16.8,3,Oklahoma,2006,1315,310
76.38,205.0,8.5,33.5,4.65,2.74,1.67,,35.0,,4.44,7.16,,0,0,0,0,0,Pearl River (MS),2005,0,0
73.38,201.0,8.88,31.38,4.43,2.64,1.63,,39.5,,3.98,6.96,10.88,21.3,20.1,19.7,25.4,2,Oklahoma,2005,685,491
72.63,196.0,9.75,32.25,4.46,2.66,1.62,,36.0,,,,,13.4,14.7,0,0,0,UCLA,2005,2845,483
73.63,196.0,9.38,31.38,4.52,2.69,1.6,,41.5,,3.94,6.99,11.34,16.2,13.9,0.0,19.7,2,Georgia,2005,2008,860
70.38,193.0,9.13,30.63,4.43,2.64,1.58,,36.5,,4.07,6.95,11.08,13.3,14.7,0,0,1,Oklahoma,2005,3236,876
70.5,186.0,8.0,31.5,4.52,2.7,1.71,,38.0,,4.07,7.05,10.91,14.2,14.8,26.5,26.5,5,Clemson,2005,2025,868
72.38,191.0,9.38,32.0,4.55,2.73,1.66,,37.5,,4.22,7.19,11.44,10.6,12.7,0,0,0,Marshall (WV),2005,3889,914
74.88,211.0,9.88,33.13,4.45,,,22.0,,,,,,13.7,14.1,0,0,1,Michigan,2005,3541,1330
70.75,194.0,,,4.78,2.81,1.61,,33.0,,4.25,7.41,,14.9,14.3,18.2,18.7,0,Washington,2005,1735,253
76.0,196.0,9.0,33.13,4.57,2.66,1.6,,38.5,,4.1,7.03,11.33,16.3,17.9,,24.7,0,Georgia,2005,2884,801
72.0,194.0,10.13,32.0,4.74,2.77,1.66,,36.0,,4.44,7.56,12.23,0,0,0,0,0,Norfolk State (VA),2005,0,0
74.75,214.0,9.63,33.0,4.61,2.7,1.64,,35.0,,4.11,7.42,11.33,18.6,17.6,0,0,0,Texas Christian,2005,1812,595
76.0,197.0,,,4.5,2.68,1.64,,,,,,,16.8,20.2,0,0,3,West Virginia,2005,1878,872
72.5,179.0,9.25,32.13,4.64,2.72,1.67,,37.5,,4.07,7.42,11.08,0,0,0,0,0,Samford (AL),2005,0,0
76.75,241.0,9.63,32.75,4.5,2.59,1.59,,39.0,,,,,0,0,0,0,0,Northern Colorado,2005,0,0
73.38,210.0,10.0,33.13,4.47,2.68,1.59,,37.0,,4.08,7.03,11.18,12.8,14.5,0,0,3,Oklahoma,2005,1187,345
74.63,217.0,9.88,31.75,4.51,2.61,1.6,16.0,,,,,,29.6,20.2,0,0,0,California,2005,1089,414
73.5,214.0,,,4.52,2.65,1.57,,39.0,,4.31,7.14,,15.7,15.7,0,0,0,Hampton (VA),2005,204,204
75.88,222.0,10.13,31.75,4.61,2.74,1.68,,38.0,,4.34,7.2,11.53,0,0,0,0,0,Morgan State (MD),2005,0,0
71.25,181.0,,,4.26,2.49,1.5,,35.5,,,,,0,0,0,0,0,Hampton (VA),2005,0,0
75.25,204.0,,,,,,,,,,,,11.5,11.1,0,0,7,Oregon,2005,401,287
73.5,211.0,9.38,33.5,4.41,2.6,1.58,,37.0,,4.21,7.19,11.27,0,0,0,0,0,Indiana (PA),2005,0,0
69.25,177.0,,,,,,,,,,,,13.2,12.5,21.2,21.5,0,Toledo,2005,2776,1189
72.88,202.0,9.38,31.63,4.43,2.57,1.56,,,,,,,12.9,15.1,16.6,24.5,2,Texas A&M,2005,2600,721
67.38,183.0,9.63,27.88,4.66,2.75,1.66,23.0,37.0,110.0,3.94,6.7,11.08,12.6,12.7,0,0,6,Hawaii,2005,3031,1290
69.75,168.0,8.63,29.25,4.4,2.58,1.57,,,,,,,16.1,15.8,0,0,2,Miami (FL),2005,1355,693
74.5,229.0,10.0,32.5,4.48,2.64,1.63,,34.0,,,,,17.0,18.4,19.5,22.1,6,UCLA,2005,1547,375
69.75,186.0,9.63,32.0,4.5,2.64,1.58,17.0,36.5,119.0,4.13,6.78,11.12,0,0,0,0,0,Northwest Missouri State,2005,0,0
71.13,212.0,8.5,30.0,4.6,2.7,1.62,,33.0,,4.39,7.27,,13.3,12.7,0,0,6,Ball State (IN),2005,3030,1399
72.13,189.0,9.63,31.38,4.41,2.61,1.57,,36.5,,3.94,6.6,11.18,14.7,14.8,22.3,20.3,3,Indiana,2005,2524,810
75.0,206.0,9.63,32.63,4.58,2.66,1.57,,34.5,,,,,13.3,14.1,0,0,0,Louisville,2005,2619,968
70.88,192.0,9.5,32.13,4.66,2.71,1.64,,,,,,,14.3,15.2,0,0,0,Utah,2005,1624,961
68.88,179.0,9.13,29.25,4.46,2.58,1.61,,,,,,,23.4,21.1,0,0,0,Northern Illinois,2005,1986,936
72.75,221.0,9.63,33.13,4.66,2.75,1.65,,,,,,,14.7,15.6,0,0,0,Florida State,2005,1120,780
71.25,174.0,,,,,,,,,,,,12.3,11.2,0,0,0,Purdue,2005,3629,1095
72.88,188.0,,,,,,,,,,,,12.4,17.5,,21.7,4,Florida State,2005,2153,496
72.38,219.0,9.88,32.13,4.73,2.8,1.71,,31.5,,,,,13.5,12.1,0,0,7,Utah,2005,1885,1076
73.25,207.0,,,,,,,,,,,,20.5,19.1,,15.2,1,Alabama-Birmingham,2005,3112,1452
76.63,229.0,8.88,34.13,4.57,2.7,1.63,,36.5,,,,,0,0,0,0,0,Southern California,2005,0,0
73.38,195.0,,,,,,,,,,,,15.9,14.9,0,0,4,Tulane (LA),2005,3207,826
73.38,203.0,9.38,33.0,4.34,2.61,1.6,,37.0,,4.18,6.99,,19.4,19.3,21.4,20.5,1,South Carolina,2005,1754,835
69.3,179.0,9.13,28.88,4.56,2.61,1.58,,33.5,,4.08,6.89,11.08,12.1,11.9,24.1,24.4,0,Kentucky,2004,2339,616
73.0,183.0,9.5,30.5,4.58,2.67,1.64,,38.0,,4.18,7.34,11.57,10.6,14.0,0,0,3,Frenso State (CA),2004,2682,668
72.3,219.0,9.63,31.75,4.54,2.61,1.6,,33.0,,4.21,7.38,,15.4,18.0,0,0,0,Iowa,2004,1515,507
74.8,209.0,9.13,32.38,4.61,2.71,1.62,,32.5,,4.09,6.77,11.07,13.8,14.2,0,0,1,Louisiana State,2004,2582,1079
73.1,201.0,8.5,30.25,4.67,2.74,1.67,,35.0,,,,,12.3,13.2,20.6,19.0,0,Mississippi,2004,2621,949
71.9,208.0,8.88,30.63,4.51,2.66,1.58,,35.5,,4.31,7.34,11.86,10.3,12.1,0,0,0,East Carolina (NC),2004,1683,897
72.5,212.0,9.5,31.0,4.56,2.67,1.61,,36.0,,3.91,6.93,10.91,15.9,15.6,0,0,4,North Carolina State,2004,3119,1369
73.0,183.0,,,4.45,,,,38.5,,,,,,11.7,0,0,0,Arkansas,2004,35,
73.0,197.0,,,4.6,2.75,1.7,,31.0,,4.07,6.73,,0,0,0,0,0,Iowa State,2004,0,0
73.1,213.0,9.63,32.25,4.52,2.62,1.59,,37.0,,,,,16.6,15.7,,18.3,3,Washington State,2004,1666,830
70.9,197.0,9.13,32.38,4.41,2.56,1.6,,34.5,,,,,19.0,19.8,0,0,1,Wisconsin,2004,3468,1213
69.1,198.0,10.13,30.88,4.31,2.48,1.53,,38.5,,4.06,6.97,11.1,15.7,14.0,,21.3,4,Texas Tech,2004,3031,1177
74.5,199.0,9.5,31.25,4.55,2.63,1.54,,41.0,,4.08,6.79,,13.0,12.8,0,0,5,Colorado,2004,1224,1013
71.5,213.0,9.38,30.38,4.6,2.68,1.63,,35.0,,4.16,7.47,,14.2,14.2,,21.5,0,Mississippi State,2004,1974,880
70.6,202.0,9.38,30.25,4.61,2.75,1.68,,32.5,,4.16,7.16,11.41,13.9,15.9,19.2,19.3,0,Penn State,2004,1702,445
71.0,199.0,9.88,31.75,4.43,2.6,1.59,,38.0,,4.17,7.06,11.08,13.5,11.9,,19.7,6,Alabama,2004,1072,432
74.0,191.0,,,4.57,2.66,1.61,,34.0,,,,,17.0,15.6,20.7,20.7,5,Nevada,2004,827,594
75.3,210.0,9.25,32.13,4.73,2.76,1.65,,38.0,,4.09,7.1,11.72,14.0,15.2,0,0,0,Colorado,2004,2038,883
71.3,203.0,8.5,29.38,4.51,2.65,1.61,,29.0,,4.08,6.98,11.5,15.1,14.1,0,0,0,Auburn,2004,973,621
78.0,211.0,,,4.55,2.71,1.61,,34.0,,4.21,6.84,,0,0,0,0,0,Northern Arizona,2004,0,0
76.0,229.0,9.38,34.38,4.54,2.68,1.6,,41.0,,4.22,7.34,,17.4,17.4,22.4,23.8,5,Syracuse,2004,1535,799
72.8,213.0,8.75,31.13,4.85,2.81,1.68,,31.5,,,,,16.1,16.8,0,0,0,Oregon State,2004,3572,1306
70.4,179.0,8.88,28.25,4.39,2.54,1.54,,36.0,,,,,14.1,15.5,,19.3,4,Oregon,2004,2761,1088
75.4,210.0,8.25,31.38,4.53,2.6,1.55,,34.5,,,,11.43,14.7,14.0,0,0,5,Florida State,2004,1066,735
73.6,234.0,9.75,33.13,4.79,2.76,1.71,24.0,32.5,114.0,4.4,,,0,0,0,0,0,Georgia Tech,2004,0,0
75.1,197.0,9.0,31.5,4.63,2.68,1.63,,32.5,,4.08,6.9,11.46,14.9,14.2,0,0,0,Purdue,2004,3788,1150
72.6,193.0,8.25,31.5,4.5,2.57,1.58,,31.5,,3.87,6.88,10.8,10.6,11.7,28.1,23.8,0,San Jose State,2004,899,296
71.3,192.0,8.88,30.88,4.53,2.62,1.57,,34.5,,4.3,7.31,11.66,0,0,0,0,0,Southern Oregon,2004,0,0
75.6,226.0,9.5,32.75,4.76,2.8,1.67,,40.5,,4.17,,,16.1,16.3,0,0,4,Virginia Tech,2004,2052,886
72.1,213.0,9.25,31.75,4.6,2.69,1.62,,35.0,,3.98,7.07,11.07,18.0,14.9,0,0,0,Arkansas,2004,2151,900
74.1,202.0,10.13,32.0,4.54,2.61,1.61,,39.0,,3.97,6.93,11.26,17.8,15.1,0,0,1,Oklahoma State,2004,4414,1367
73.9,209.0,10.0,31.25,4.64,2.7,1.61,,39.5,,,,,14.6,15.0,18.0,20.6,4,North Carolina,2003,2195,990
73.0,217.0,,,4.58,2.74,1.63,,35.0,,4.06,6.74,,0,0,20.9,20.9,6,Notre Dame,2003,0,0
72.0,208.0,9.25,32.5,4.57,2.72,1.64,,30.5,,4.09,7.37,11.58,11.5,13.3,0,0,0,Michigan,2003,888,530
72.6,216.0,9.88,30.0,4.73,2.73,1.63,,33.5,,4.25,7.35,11.9,15.6,15.2,0,0,2,Florida State,2003,1790,1011
73.0,197.0,,,4.51,2.65,1.58,,42.5,,4.16,6.96,,11.8,13.3,0,0,3,Nevada,2003,3287,1629
75.8,223.0,9.63,34.38,4.36,2.53,1.59,,38.0,,4.2,6.72,10.99,13.5,13.6,0,0,0,Middle Tennessee State,2003,2636,606
71.1,186.0,9.38,30.38,4.46,2.61,1.53,,36.0,,3.96,6.75,10.69,17.0,16.0,0,0,3,Utah State,2003,2789,1258
70.8,196.0,9.0,30.0,4.54,2.69,1.63,,34.0,,4.3,7.39,11.61,14.5,14.1,27.8,24.8,6,Texas Christian,2003,1560,449
74.3,213.0,9.88,32.5,4.56,2.66,1.62,,35.5,,4.15,7.03,11.24,16.5,19.3,20.4,21.5,5,Central Florida,2003,1869,1237
72.6,205.0,8.13,30.25,4.47,2.62,1.56,,34.5,,4.41,7.53,11.61,16.4,17.7,21.8,21.7,7,Florida State,2003,1595,625
74.0,200.0,,,4.51,2.65,1.62,,38.0,,3.95,6.72,,0,0,0,0,0,Gustavus Adolphus (MN),2003,0,0
69.6,178.0,8.88,29.25,4.62,2.7,1.62,,31.5,,4.24,7.34,11.56,19.6,15.6,0,0,7,Oregon,2003,2698,784
74.0,230.0,9.13,34.0,4.4,,,,39.0,,,,,21.0,19.9,30.3,21.2,1,Miami (FL),2003,1831,1092
71.0,201.0,8.5,31.25,4.37,2.53,1.46,,38.5,,,,,18.0,14.9,21.0,20.0,2,Texas A&M,2003,1740,718
77.4,247.0,10.25,31.0,4.61,,,,33.5,,,,,11.4,13.1,0,0,2,Stanford,2003,1032,467
71.8,186.0,8.5,31.0,4.43,2.59,1.59,,35.0,,4.14,7.49,11.67,13.2,15.2,0,0,0,Southern California,2003,3104,605
72.1,184.0,9.0,31.25,4.61,2.71,1.62,,36.0,,,,,15.5,16.3,23.0,17.6,4,Illinois,2003,2527,1010
71.4,215.0,9.75,30.5,4.53,2.66,1.61,,32.0,,4.23,7.3,11.91,16.4,16.4,0,0,5,Texas Christian,2003,1343,524
69.3,198.0,9.63,29.75,4.71,2.7,1.62,,32.0,,4.14,7.27,11.64,13.1,13.2,0,0,0,Brigham Young,2003,1982,771
76.9,208.0,9.5,33.0,4.7,2.73,1.65,,31.0,,4.4,7.19,11.73,14.4,14.4,0,0,0,San Diego State,2003,1552,1552
73.0,202.0,9.38,31.75,4.76,2.76,1.64,,36.0,,4.16,6.98,11.19,13.9,13.6,,22.0,0,San Diego State,2003,3572,1785
70.3,193.0,9.75,31.5,4.68,2.72,1.62,,34.5,,4.03,7.0,11.48,14.9,14.6,0,0,5,Arizona,2003,3351,1389
76.6,214.0,10.63,35.0,4.59,2.65,1.59,,39.0,,4.22,6.89,11.74,14.7,15.6,20.0,20.0,7,Illinois,2003,2204,822
69.1,191.0,8.13,30.0,4.47,2.55,1.48,,36.0,,3.76,6.71,10.66,16.5,15.4,0,0,2,Louisville,2002,2204,1188
73.3,188.0,9.0,32.25,4.6,2.68,1.58,,37.0,,,,,15.7,17.4,0,0,2,Pittsburgh,2002,2805,659
71.8,194.0,9.75,32.0,4.53,,,,41.5,,4.1,7.0,,16.3,14.8,0,0,2,Florida,2002,2088,1059
70.1,171.0,8.0,31.0,4.52,2.66,1.59,,,,,,,12.6,14.9,23.3,24.0,0,Georgia Tech,2002,2907,708
71.9,190.0,8.75,32.0,4.34,2.52,1.52,,39.0,,3.93,6.68,,16.3,14.8,23.9,23.9,2,Auburn,2002,842,570
75.1,207.0,9.13,33.75,4.5,2.66,1.57,,36.5,,4.09,7.02,11.22,0,0,0,0,0,Portland State (OR),2002,0,0
73.5,194.0,8.5,31.5,4.41,2.55,1.52,,39.5,,4.1,6.77,11.0,0,0,0,0,0,Virginia Tech,2002,0,0
74.1,211.0,9.25,32.0,4.62,2.68,1.62,,37.5,,4.11,7.03,11.08,18.5,18.0,10.0,14.3,0,Pittsburgh,2002,1223,760
73.1,193.0,7.5,32.5,4.56,,,,,,4.06,6.87,,17.8,17.2,0,0,2,Florida,2002,2375,1191
72.0,217.0,9.25,31.5,4.57,2.59,1.56,,40.5,,4.13,6.82,11.15,9.6,11.3,23.8,20.9,7,Notre Dame,2002,814,317
71.5,193.0,8.25,31.5,4.46,2.62,1.56,,33.0,,4.26,6.65,,14.2,14.3,26.3,23.3,5,Michigan State,2002,1640,808
74.0,200.0,8.75,31.0,4.67,2.71,1.61,,35.0,,,,,14.3,12.4,24.3,26.0,6,Iowa,2002,1892,841
71.1,186.0,8.0,31.0,4.47,2.59,1.6,,41.0,,4.04,6.84,10.95,10.5,13.8,0,0,6,Notre Dame,2002,867,387
73.9,205.0,9.5,34.13,4.45,2.59,1.57,,39.0,,4.1,7.15,11.31,9.5,14.6,0,0,0,Virginia Tech,2002,859,105
74.5,225.0,8.75,32.0,4.7,,,,34.5,,4.02,7.12,11.24,16.0,15.0,0,0,4,Minnesota,2002,2931,895
67.4,155.0,7.13,29.0,4.34,2.55,1.54,,35.0,,4.11,6.84,,14.9,17.5,0,0,0,Kansas State,2002,2400,357
73.0,190.0,,,4.55,2.59,1.58,,32.5,,4.17,7.06,,13.8,14.6,21.0,19.5,6,Texas-El Paso,2002,2920,733
73.5,203.0,8.5,31.13,4.5,2.62,1.58,,36.5,,4.09,6.83,,14.4,14.4,18.5,18.5,5,Alabama,2002,1020,259
70.1,190.0,8.75,31.5,4.52,2.65,1.6,,33.5,,,,,17.4,12.2,0,0,0,Alabama,2002,1859,626
73.6,200.0,9.0,33.25,4.72,2.71,1.63,,33.5,,4.27,6.87,11.45,12.2,12.8,0,0,0,Middle Tennessee State,2002,2659,796
77.0,210.0,9.0,34.0,4.5,2.61,1.6,,,,,,,17.3,15.7,0,0,0,UCLA,2002,2077,415
69.6,191.0,9.5,30.5,4.54,2.62,1.57,,,,,,,0,0,0,0,0,Indiana,2002,0,0
71.4,185.0,9.0,32.5,4.43,2.58,1.58,,,,,,,14.0,15.0,0,0,3,Utah,2002,1862,744
72.6,200.0,9.25,32.5,4.47,2.58,1.56,,,,,,,14.1,15.2,0,0,5,Akron,2002,1986,506
76.6,205.0,9.0,32.75,4.67,2.69,1.64,,33.5,,4.16,7.06,11.14,0,0,0,0,0,Jackson State (MS),2002,0,0
71.1,196.0,10.0,30.75,4.46,2.62,1.58,,38.0,,3.88,6.65,10.72,0,0,0,0,0,Richmond (VA),2002,0,0
74.8,210.0,9.75,32.5,4.4,2.53,1.52,,39.5,,4.05,6.86,11.18,21.0,19.3,0,0,1,Florida State,2002,1257,944
74.1,184.0,7.5,31.5,4.57,,,,34.5,,,,,0,0,0,0,0,Grambling State (LA),2001,0,0
76.6,201.0,8.5,32.0,4.5,2.66,1.64,,30.5,,,,,0,0,0,0,0,Eastern Kentucky,2001,0,0
71.4,191.0,8.5,30.5,4.44,2.57,1.59,,39.5,,4.06,6.78,11.35,0,0,0,0,0,Northern Iowa,2001,0,0
